#OpName                       	#InvokeCount	#Duration(us): Sum/Mean/Min/Max
shape_func_argwhere           	1         	3.04/3.04/3.04/3.04
fused_expand_dims_expand_dims_add_concatenate_expand_dims	1         	3.029/3.029/3.029/3.029
fused_strided_slice_take_take_subtract_greater_equal_cast_take_take_subtract_gre_10448244218429255428_	1         	2.942/2.942/2.942/2.942
fused_cast_41                 	6         	2.892/0.482/0.218/1.146
fused_cast_add_multiply       	1         	2.824/2.824/2.824/2.824
fused_adv_index_2             	1         	2.769/2.769/2.769/2.769
fused_split_squeeze_multiply_squeeze_multiply_squeeze_multiply_squeeze_multiply__1511904406113696076_	1         	2.667/2.667/2.667/2.667
shape_func_reshape_1          	1         	2.602/2.602/2.602/2.602
fused_adv_index_3             	1         	2.569/2.569/2.569/2.569
fused_take_take_subtract_1    	1         	2.511/2.511/2.511/2.511
fused_take_take_add_multiply_take_take_subtract_multiply_take_add_cast_cast_cast_16305282092913549647_	1         	2.445/2.445/2.445/2.445
shape_func_reshape            	1         	2.394/2.394/2.394/2.394
fused_squeeze_7               	2         	2.341/1.1705/0.792/1.549
fused_take_multiply_add       	1         	2.284/2.284/2.284/2.284
fused_strided_slice_adv_index 	1         	2.276/2.276/2.276/2.276
fused_take_take_subtract_greater_equal_cast_take_take_subtract_greater_equal_cas_250104735588561676_	1         	2.232/2.232/2.232/2.232
shape_func_equal_2            	2         	2.184/1.092/1/1.184
shape_func_equal_1            	2         	2.145/1.0725/1.025/1.12
fused_take_multiply_add_1     	1         	2.127/2.127/2.127/2.127
shape_func_squeeze            	2         	2.12/1.06/0.585/1.535
fused_take_take_subtract      	1         	2.119/2.119/2.119/2.119
fused_concatenate_9           	1         	2.112/2.112/2.112/2.112
shape_func_arange             	1         	2.09/2.09/2.09/2.09
shape_func_equal              	2         	1.976/0.988/0.397/1.579
shape_func_concatenate        	1         	1.928/1.928/1.928/1.928
fused_shape_of_6              	1         	1.907/1.907/1.907/1.907
shape_func_cast               	2         	1.844/0.922/0.487/1.357
